,,,년월,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,2025-01,2025-01,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-05,2025-05,2026-01,2026-01,2026-01,2026-01,2026-01,2026-01,2026-02,2026-02,2026-02,2026-02,2026-02,2026-02,2026-03,2026-03,2026-03,2026-03,2026-03,2026-03,2026-04,2026-04,2026-04,2026-04,2026-04,2026-04,2026-05,2026-05,2026-05,2026-05,2026-05,2026-05
,,,,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익
,,,구조,2026-01-01,[-] 2025-01-01,"1~2기간
EFA,가정문화,I781,디바코,"27,647,200",,0.0,"5,026,762",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,844,000",,0.0,"698,910",,0.0,"5,539,400",,0.0,"1,007,165",,0.0,"6,059,200",,0.0,"1,101,673",,0.0,"3,919,600",,0.0,"712,655",,0.0,"8,285,000",,0.0,"1,506,359",,0.0
EFA,가정문화,I810,하이마트,"2,712,633,449",,0.0,"97,732,871",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,044,953",,0.0,"2,591,932",,0.0,"315,805,929",,0.0,"7,177,405",,0.0,"232,164,921",,0.0,"5,276,475",,0.0,"696,477,932",,0.0,"27,290,434",,0.0,"1,354,139,714",,0.0,"55,396,625",,0.0
EFA,가정문화,I822,까유,"43,769,860",,0.0,"8,753,972",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,799,790",,0.0,"759,958",,0.0,"21,560,400",,0.0,"4,312,080",,0.0,,,,,,,"18,409,670",,0.0,"3,681,934",,0.0,,,,,,
EFA,가정문화,I832,타파웨어,"8,440,910",,0.0,"1,074,298",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,767,010",,0.0,"606,711",,0.0,"3,673,900",,0.0,"467,587",,0.0,,,,,,,,,,,,,,,,,,
EFA,가정문화,I834,한샘홈퍼니싱,"145,779,696",,0.0,"19,879,051",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,275,096",,0.0,"9,173,877",,0.0,"78,404,600",,0.0,"10,691,538",,0.0,"100,000",,0.0,"13,636",,0.0,,,,,,
EFA,가정문화,I876,작은북유럽,"7,447,000",,0.0,"1,354,001",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,447,000",,0.0,"1,354,001",,0.0,,,,,,,,,,,,
EFA,가정문화,I886,엘르홈,"35,553,000","55,369,000",-35.8,"6,464,183","10,067,094",-35.8,,"10,581,000",-100.0,,"1,923,819",-100.0,,"10,885,000",-100.0,,"1,979,088",-100.0,,"10,076,000",-100.0,,"1,832,000",-100.0,,"10,658,000",-100.0,,"1,937,822",-100.0,,"13,169,000",-100.0,,"2,394,365",-100.0,"7,121,000",,0.0,"1,294,728",,0.0,"6,820,000",,0.0,"1,240,002",,0.0,"6,239,000",,0.0,"1,134,365",,0.0,"5,600,000",,0.0,"1,018,183",,0.0,"9,773,000",,0.0,"1,776,905",,0.0
EFA,가정문화,I933,그랜드침대,"209,995,000","142,826,000",47.0,"32,453,770","22,073,109",47.0,,"34,990,000",-100.0,,"5,407,545",-100.0,,"38,546,000",-100.0,,"5,957,111",-100.0,,"21,380,000",-100.0,,"3,304,181",-100.0,,"29,220,000",-100.0,,"4,515,819",-100.0,,"18,690,000",-100.0,,"2,888,453",-100.0,"40,590,000",,0.0,"6,273,000",,0.0,"42,050,000",,0.0,"6,498,638",,0.0,"36,660,000",,0.0,"5,665,633",,0.0,"43,355,000",,0.0,"6,803,813",,0.0,"47,340,000",,0.0,"7,212,686",,0.0
EFA,가정문화,I949,라움플라워,"4,609,600",,0.0,"628,583",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,609,600",,0.0,"628,583",,0.0
EFA,가정문화,T101,닥스침구(),"129,332,920","97,865,300",32.2,"32,921,098","24,911,152",32.2,,"18,291,320",-100.0,,"4,655,966",-100.0,,"10,340,000",-100.0,,"2,632,001",-100.0,,"19,095,820",-100.0,,"4,860,751",-100.0,,"25,770,860",-100.0,,"6,559,854",-100.0,,"24,367,300",-100.0,,"6,202,580",-100.0,"22,515,840",,0.0,"5,731,299",,0.0,"20,396,300",,0.0,"5,191,783",,0.0,"19,132,680",,0.0,"4,870,142",,0.0,"33,449,100",,0.0,"8,514,313",,0.0,"33,839,000",,0.0,"8,613,561",,0.0
EFA,가정문화,T127,한국도자기,"138,616,268","133,809,426",3.6,"27,855,990","27,207,758",2.4,,"28,791,508",-100.0,,"5,889,180",-100.0,,"27,703,258",-100.0,,"5,666,579",-100.0,,"27,250,020",-100.0,,"5,573,868",-100.0,,"24,915,410",-100.0,,"4,934,680",-100.0,,"25,149,230",-100.0,,"5,143,451",-100.0,"27,105,470",,0.0,"5,544,303",,0.0,"32,372,680",,0.0,"6,349,661",,0.0,"22,396,790",,0.0,"4,581,160",,0.0,"27,095,878",,0.0,"5,370,815",,0.0,"29,645,450",,0.0,"6,010,051",,0.0
EFA,가정문화,T518,보니타하우스,"112,854,460","150,695,150",-25.1,"13,337,346","17,751,955",-24.9,,"32,767,940",-100.0,,"3,872,568",-100.0,,"28,726,520",-100.0,,"3,394,950",-100.0,,"31,316,660",-100.0,,"3,701,060",-100.0,,"26,037,520",-100.0,,"3,077,160",-100.0,,"31,846,510",-100.0,,"3,706,217",-100.0,"32,189,900",,0.0,"3,804,264",,0.0,"70,895,540",,0.0,"8,378,564",,0.0,"9,769,020",,0.0,"1,154,518",,0.0,,,,,,,,,,,,
EFA,가정문화,T522,데일리라이크,"185,801,720","183,620,870",1.2,"30,403,916","30,047,046",1.2,,"27,272,640",-100.0,,"4,462,797",-100.0,,"29,100,750",-100.0,,"4,761,938",-100.0,,"38,864,980",-100.0,,"6,359,724",-100.0,,"44,627,700",-100.0,,"7,302,713",-100.0,,"43,754,800",-100.0,,"7,159,874",-100.0,"33,501,550",,0.0,"5,482,072",,0.0,"34,098,800",,0.0,"5,579,803",,0.0,"33,890,800",,0.0,"5,545,766",,0.0,"37,775,810",,0.0,"6,181,495",,0.0,"46,534,760",,0.0,"7,614,780",,0.0
EFA,가정문화,T546,인까사,"41,418,000","84,170,000",-50.8,"8,660,128","15,850,909",-45.4,,"10,203,000",-100.0,,"2,040,626",-100.0,,"6,937,000",-100.0,,"1,450,464",-100.0,,"33,595,000",-100.0,,"6,120,456",-100.0,,"14,422,000",-100.0,,"2,669,053",-100.0,,"19,013,000",-100.0,,"3,570,310",-100.0,"11,940,000",,0.0,"2,496,546",,0.0,"4,260,000",,0.0,"890,727",,0.0,"5,630,000",,0.0,"1,177,182",,0.0,"11,788,000",,0.0,"2,464,763",,0.0,"7,800,000",,0.0,"1,630,910",,0.0
EFA,가정문화,T596,데코라인,,"121,467,800",-100.0,,"16,563,790",-100.0,,"20,701,500",-100.0,,"2,822,933",-100.0,,"20,281,200",-100.0,,"2,765,616",-100.0,,"26,545,000",-100.0,,"3,619,774",-100.0,,"54,717,100",-100.0,,"7,461,421",-100.0,,"-777,000",100.0,,"-105,954",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFA,가정문화,T642,헤지스홈,"86,331,100","75,078,600",15.0,"16,404,002","14,643,427",12.0,,"16,882,500",-100.0,,"3,346,483",-100.0,,"12,370,000",-100.0,,"2,449,491",-100.0,,"11,823,000",-100.0,,"2,323,691",-100.0,,"12,978,800",-100.0,,"2,531,178",-100.0,,"21,024,300",-100.0,,"3,992,584",-100.0,"10,942,400",,0.0,"2,078,385",,0.0,"14,267,000",,0.0,"2,703,617",,0.0,"11,048,200",,0.0,"2,173,581",,0.0,"13,769,600",,0.0,"2,606,973",,0.0,"36,303,900",,0.0,"6,841,446",,0.0
EFA,가정문화,T646,전자랜드,"931,292,842","938,118,332",-0.7,"50,839,171","51,188,797",-0.7,,"180,068,842",-100.0,,"9,821,937",-100.0,,"137,075,253",-100.0,,"7,482,812",-100.0,,"203,723,370",-100.0,,"11,121,275",-100.0,,"215,155,157",-100.0,,"11,739,371",-100.0,,"202,095,710",-100.0,,"11,023,402",-100.0,"190,661,550",,0.0,"10,418,630",,0.0,"159,337,933",,0.0,"8,702,795",,0.0,"194,511,492",,0.0,"10,615,627",,0.0,"203,586,329",,0.0,"11,106,345",,0.0,"183,195,538",,0.0,"9,995,774",,0.0
EFA,가정문화,T657,흙표흙침대,"8,900,000","78,167,000",-88.6,"1,375,455","12,080,354",-88.6,,"19,310,000",-100.0,,"2,984,271",-100.0,,"10,860,000",-100.0,,"1,678,363",-100.0,,"13,427,000",-100.0,,"2,075,083",-100.0,,"11,090,000",-100.0,,"1,713,908",-100.0,,"23,480,000",-100.0,,"3,628,729",-100.0,,,,,,,"8,900,000",,0.0,"1,375,455",,0.0,0,,0.0,0,,0.0,,,,,,,,,,,,
EFA,가정문화,T821,클푸,"22,713,000","89,119,800",-74.5,"4,503,255","20,752,016",-78.3,,"16,531,300",-100.0,,"3,941,188",-100.0,,"20,183,000",-100.0,,"4,581,110",-100.0,,"15,625,900",-100.0,,"3,721,899",-100.0,,"18,617,600",-100.0,,"4,331,420",-100.0,,"18,162,000",-100.0,,"4,176,399",-100.0,"9,352,000",,0.0,"1,870,400",,0.0,"13,361,000",,0.0,"2,632,855",,0.0,,,,,,,,,,,,,,,,,,
EFA,가정문화,T827,빌레로이앤보흐,"76,051,720","105,157,300",-27.7,"13,827,586","19,119,501",-27.7,,"16,504,800",-100.0,,"3,000,869",-100.0,,"32,520,450",-100.0,,"5,912,805",-100.0,,"16,590,470",-100.0,,"3,016,447",-100.0,,"18,316,630",-100.0,,"3,330,294",-100.0,,"21,224,950",-100.0,,"3,859,086",-100.0,"22,255,850",,0.0,"4,046,521",,0.0,"53,624,570",,0.0,"9,749,919",,0.0,"171,300",,0.0,"31,146",,0.0,,,,,,,,,,,,
EFA,가정문화,#,지정되지 않음,"709,710,495","813,849,915",-12.8,"632,364,282","734,032,080",-13.9,,"163,987,086",-100.0,,"147,909,351",-100.0,,"167,040,205",-100.0,,"150,649,953",-100.0,,"163,885,569",-100.0,,"147,909,583",-100.0,,"163,235,339",-100.0,,"147,264,509",-100.0,,"155,701,716",-100.0,,"140,298,684",-100.0,"145,617,001",,0.0,"130,066,786",,0.0,"141,670,788",,0.0,"126,144,595",,0.0,"137,785,302",,0.0,"122,405,314",,0.0,"142,220,284",,0.0,"126,850,477",,0.0,"142,417,120",,0.0,"126,897,110",,0.0
EGA,테넌트일반,결과,,"25,020,367,530","17,852,954,791",40.1,"5,141,740,990","4,472,802,539",15.0,,"3,860,512,294",-100.0,,"925,676,481",-100.0,,"3,575,970,944",-100.0,,"885,997,352",-100.0,,"3,732,124,176",-100.0,,"898,399,932",-100.0,,"3,066,136,380",-100.0,,"852,497,487",-100.0,,"3,618,210,997",-100.0,,"910,231,287",-100.0,"4,745,629,470",,0.0,"1,032,673,153",,0.0,"4,869,400,026",,0.0,"1,014,122,617",,0.0,"4,953,222,145",,0.0,"1,046,900,612",,0.0,"4,841,577,533",,0.0,"1,002,266,339",,0.0,"5,610,538,356",,0.0,"1,045,778,269",,0.0
EGA,테넌트일반,A445,꾸까,"108,506,933","96,726,180",12.2,"19,470,021","17,373,469",12.1,,"15,976,900",-100.0,,"2,868,913",-100.0,,"18,609,720",-100.0,,"3,342,766",-100.0,,"18,665,780",-100.0,,"3,350,155",-100.0,,"15,022,150",-100.0,,"2,697,596",-100.0,,"28,451,630",-100.0,,"5,114,039",-100.0,"22,884,820",,0.0,"4,110,185",,0.0,"15,591,500",,0.0,"2,794,444",,0.0,"23,863,292",,0.0,"4,282,803",,0.0,"13,504,997",,0.0,"2,421,121",,0.0,"32,662,324",,0.0,"5,861,468",,0.0
EGA,테넌트일반,A488,챔피온(CHAMPION),"327,247,410","388,865,620",-15.8,"39,965,366","47,735,429",-16.3,,"89,371,200",-100.0,,"11,041,082",-100.0,,"91,016,850",-100.0,,"11,244,860",-100.0,,"71,636,650",-100.0,,"8,747,179",-100.0,,"58,558,470",-100.0,,"7,137,040",-100.0,,"78,282,450",-100.0,,"9,565,268",-100.0,"80,441,100",,0.0,"9,924,947",,0.0,"69,291,330",,0.0,"8,495,489",,0.0,"59,729,050",,0.0,"7,223,628",,0.0,"43,904,850",,0.0,"5,351,963",,0.0,"73,881,080",,0.0,"8,969,339",,0.0
EGA,테넌트일반,C048,풋볼그라운드,"10,144,000","14,346,000",-29.3,"922,182","1,304,183",-29.3,,"2,640,000",-100.0,,"240,000",-100.0,,"2,306,000",-100.0,,"209,637",-100.0,,"4,240,000",-100.0,,"385,455",-100.0,,"2,420,000",-100.0,,"220,000",-100.0,,"2,740,000",-100.0,,"249,091",-100.0,"640,000",,0.0,"58,182",,0.0,"2,234,000",,0.0,"203,091",,0.0,"2,260,000",,0.0,"205,455",,0.0,"2,550,000",,0.0,"231,818",,0.0,"2,460,000",,0.0,"223,636",,0.0
EGA,테넌트일반,C425,북스리브로,,"508,542,560",-100.0,,"19,608,834",-100.0,,"112,662,760",-100.0,,"4,341,149",-100.0,,"97,715,410",-100.0,,"3,758,882",-100.0,,"129,601,980",-100.0,,"5,015,486",-100.0,,"79,485,780",-100.0,,"3,071,616",-100.0,,"89,076,630",-100.0,,"3,421,701",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,C518,교보문고,"1,482,458,430","1,514,115,680",-2.1,"52,869,806","56,006,740",-5.6,,"335,415,270",-100.0,,"12,033,907",-100.0,,"339,647,640",-100.0,,"12,482,624",-100.0,,"346,858,400",-100.0,,"13,036,822",-100.0,,"220,560,200",-100.0,,"8,322,512",-100.0,,"271,634,170",-100.0,,"10,130,875",-100.0,"309,134,190",,0.0,"11,029,653",,0.0,"337,850,960",,0.0,"12,067,006",,0.0,"311,065,290",,0.0,"11,045,386",,0.0,"226,446,620",,0.0,"8,068,183",,0.0,"297,961,370",,0.0,"10,659,578",,0.0
EGA,테넌트일반,D025,새롬유통,"1,882,200","1,313,400",43.3,"427,772","298,499",43.3,,"205,600",-100.0,,"46,727",-100.0,,"216,400",-100.0,,"49,182",-100.0,,"306,400",-100.0,,"69,636",-100.0,,"288,400",-100.0,,"65,545",-100.0,,"296,600",-100.0,,"67,409",-100.0,"226,100",,0.0,"51,386",,0.0,"333,600",,0.0,"75,818",,0.0,"426,600",,0.0,"96,955",,0.0,"409,100",,0.0,"92,977",,0.0,"486,800",,0.0,"110,636",,0.0
EGA,테넌트일반,D069,무인상점24,"30,723,300","47,029,143",-34.7,"3,928,750","5,988,012",-34.4,,"6,636,334",-100.0,,"822,234",-100.0,,"11,085,185",-100.0,,"1,419,430",-100.0,,"12,084,286",-100.0,,"1,565,873",-100.0,,"7,932,065",-100.0,,"1,001,959",-100.0,,"9,291,273",-100.0,,"1,178,516",-100.0,"5,287,212",,0.0,"656,382",,0.0,"6,191,937",,0.0,"793,579",,0.0,"7,745,779",,0.0,"1,004,978",,0.0,"6,005,672",,0.0,"769,598",,0.0,"5,492,700",,0.0,"704,213",,0.0
EGA,테넌트일반,D284,펀앤조이,"8,425,800","6,579,700",28.1,"1,531,963","1,352,151",13.3,,"742,000",-100.0,,"168,637",-100.0,,,,,,,,"1,218,000",-100.0,,"276,818",-100.0,,"1,686,000",-100.0,,"348,091",-100.0,,"2,933,700",-100.0,,"558,605",-100.0,"2,172,100",,0.0,"394,927",,0.0,"2,206,700",,0.0,"401,218",,0.0,"2,442,000",,0.0,"444,000",,0.0,"1,605,000",,0.0,"291,818",,0.0,,,,,,
EGA,테넌트일반,D547,좋은영화,"1,046,541,243","629,952,221",66.1,"114,168,133","68,722,056",66.1,,"177,694,325",-100.0,,"19,384,835",-100.0,,"107,724,095",-100.0,,"11,751,717",-100.0,,"106,211,234",-100.0,,"11,586,682",-100.0,,"89,919,829",-100.0,,"9,809,432",-100.0,,"148,402,738",-100.0,,"16,189,390",-100.0,"185,527,837",,0.0,"20,239,401",,0.0,"236,770,311",,0.0,"25,829,485",,0.0,"252,557,032",,0.0,"27,551,675",,0.0,"150,567,457",,0.0,"16,425,541",,0.0,"221,118,606",,0.0,"24,122,031",,0.0
EGA,테넌트일반,E331,배터리몬,"61,000","285,000",-78.6,"11,090","51,818",-78.6,,,,,,,,"102,000",-100.0,,"18,545",-100.0,,"35,000",-100.0,,"6,364",-100.0,,"44,000",-100.0,,"8,000",-100.0,,"104,000",-100.0,,"18,909",-100.0,,,,,,,"20,000",,0.0,"3,636",,0.0,"9,000",,0.0,"1,636",,0.0,"15,000",,0.0,"2,727",,0.0,"17,000",,0.0,"3,091",,0.0
EGA,테넌트일반,E390,미디어캡슐,"10,090,000","13,018,000",-22.5,"1,834,545","2,366,909",-22.5,,"2,621,000",-100.0,,"476,545",-100.0,,,,,,,,"5,228,000",-100.0,,"950,546",-100.0,,"2,534,000",-100.0,,"460,727",-100.0,,"2,635,000",-100.0,,"479,091",-100.0,"2,502,000",,0.0,"454,909",,0.0,,,,,,,"3,505,500",,0.0,"637,363",,0.0,"952,500",,0.0,"173,182",,0.0,"3,130,000",,0.0,"569,091",,0.0
EGA,테넌트일반,E406,인생네컷,"66,617,000","87,627,500",-24.0,"7,764,866","10,244,005",-24.2,,"23,827,500",-100.0,,"2,761,323",-100.0,,"12,809,000",-100.0,,"1,476,941",-100.0,,"23,343,500",-100.0,,"2,765,420",-100.0,,"15,374,000",-100.0,,"1,778,312",-100.0,,"12,273,500",-100.0,,"1,462,009",-100.0,"17,903,500",,0.0,"2,076,390",,0.0,"9,611,000",,0.0,"1,109,600",,0.0,"16,188,500",,0.0,"1,903,613",,0.0,"15,063,500",,0.0,"1,755,691",,0.0,"7,850,500",,0.0,"919,572",,0.0
EGA,테넌트일반,E859,미니파크,"2,448,900","2,119,300",15.6,"333,941","288,996",15.6,,"383,100",-100.0,,"52,241",-100.0,,"282,200",-100.0,,"38,482",-100.0,,"519,300",-100.0,,"70,814",-100.0,,"468,900",-100.0,,"63,941",-100.0,,"465,800",-100.0,,"63,518",-100.0,"344,100",,0.0,"46,923",,0.0,"344,100",,0.0,"46,923",,0.0,"562,800",,0.0,"76,745",,0.0,"485,200",,0.0,"66,164",,0.0,"712,700",,0.0,"97,186",,0.0
EGA,테넌트일반,E901,블럭버스,"73,817,700","115,490,450",-36.1,"10,131,907","14,435,282",-29.8,,"27,339,480",-100.0,,"3,435,070",-100.0,,"23,437,340",-100.0,,"2,931,256",-100.0,,"25,479,050",-100.0,,"3,198,175",-100.0,,"17,165,630",-100.0,,"2,132,354",-100.0,,"22,068,950",-100.0,,"2,738,427",-100.0,"17,865,500",,0.0,"2,394,873",,0.0,"18,774,900",,0.0,"2,534,702",,0.0,"12,568,100",,0.0,"1,757,174",,0.0,"10,500,200",,0.0,"1,464,582",,0.0,"14,109,000",,0.0,"1,980,576",,0.0
EGA,테넌트일반,E969,휘게문고,"455,872,870","428,961,830",6.3,"35,383,524","33,324,179",6.2,,"101,317,030",-100.0,,"7,872,676",-100.0,,"93,117,820",-100.0,,"7,247,562",-100.0,,"80,949,260",-100.0,,"6,292,185",-100.0,,"61,077,120",-100.0,,"4,734,829",-100.0,,"92,500,600",-100.0,,"7,176,927",-100.0,"100,618,530",,0.0,"7,819,956",,0.0,"101,078,860",,0.0,"7,849,357",,0.0,"85,213,600",,0.0,"6,619,657",,0.0,"68,649,400",,0.0,"5,325,030",,0.0,"100,312,480",,0.0,"7,769,524",,0.0
EGA,테넌트일반,E972,방탈출게임,"157,661,000","178,306,000",-11.6,"17,199,376","19,451,566",-11.6,,"46,359,000",-100.0,,"5,057,346",-100.0,,"43,450,000",-100.0,,"4,740,000",-100.0,,"32,316,000",-100.0,,"3,525,382",-100.0,,"23,087,000",-100.0,,"2,518,583",-100.0,,"33,094,000",-100.0,,"3,610,255",-100.0,"38,264,000",,0.0,"4,174,253",,0.0,"36,613,000",,0.0,"3,994,144",,0.0,"25,457,000",,0.0,"2,777,125",,0.0,"22,436,000",,0.0,"2,447,562",,0.0,"34,891,000",,0.0,"3,806,292",,0.0
EGA,테넌트일반,H469,사담가,"40,468,700","42,781,900",-5.4,"7,689,053","8,128,561",-5.4,,"5,086,000",-100.0,,"966,340",-100.0,,"11,111,700",-100.0,,"2,111,223",-100.0,,"4,076,500",-100.0,,"774,535",-100.0,,"3,964,700",-100.0,,"753,293",-100.0,,"18,543,000",-100.0,,"3,523,170",-100.0,"5,332,700",,0.0,"1,013,213",,0.0,"9,405,500",,0.0,"1,787,045",,0.0,"3,809,000",,0.0,"723,710",,0.0,"4,046,000",,0.0,"768,740",,0.0,"17,875,500",,0.0,"3,396,345",,0.0
EGA,테넌트일반,H470,킴스안경클럽,"105,659,000","94,875,000",11.4,"17,289,653","15,524,999",11.4,,"16,749,000",-100.0,,"2,740,743",-100.0,,"17,148,000",-100.0,,"2,806,035",-100.0,,"21,075,000",-100.0,,"3,448,638",-100.0,,"19,877,000",-100.0,,"3,252,601",-100.0,,"20,026,000",-100.0,,"3,276,982",-100.0,"20,410,000",,0.0,"3,339,819",,0.0,"17,651,000",,0.0,"2,888,343",,0.0,"19,000,000",,0.0,"3,109,091",,0.0,"24,800,000",,0.0,"4,058,179",,0.0,"23,798,000",,0.0,"3,894,221",,0.0
EGA,테넌트일반,H475,퀸즈빌,"2,847,600",,0.0,"595,408",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,847,600",,0.0,"595,408",,0.0
EGA,테넌트일반,H602,신지트레이딩,"3,627,500","5,087,500",-28.7,"989,318","1,387,500",-28.7,,"826,000",-100.0,,"225,273",-100.0,,"961,000",-100.0,,"262,091",-100.0,,"916,500",-100.0,,"249,955",-100.0,,"1,014,000",-100.0,,"276,545",-100.0,,"1,370,000",-100.0,,"373,636",-100.0,"1,099,500",,0.0,"299,864",,0.0,"256,000",,0.0,"69,818",,0.0,"1,007,000",,0.0,"274,636",,0.0,"911,500",,0.0,"248,591",,0.0,"353,500",,0.0,"96,409",,0.0
EGA,테넌트일반,H671,꽃길걷다,"56,628,900","52,648,020",7.6,"8,494,335","7,897,202",7.6,,"10,874,500",-100.0,,"1,631,175",-100.0,,"8,248,800",-100.0,,"1,237,320",-100.0,,"6,388,300",-100.0,,"958,245",-100.0,,"5,846,000",-100.0,,"876,900",-100.0,,"21,290,420",-100.0,,"3,193,562",-100.0,"11,196,400",,0.0,"1,679,460",,0.0,"8,267,600",,0.0,"1,240,140",,0.0,"7,212,500",,0.0,"1,081,875",,0.0,"6,367,200",,0.0,"955,080",,0.0,"23,585,200",,0.0,"3,537,780",,0.0
EGA,테넌트일반,H890,아이프릴,"3,991,500","2,244,000",77.9,"907,159","510,000",77.9,,"706,000",-100.0,,"160,455",-100.0,,"257,000",-100.0,,"58,409",-100.0,,"291,000",-100.0,,"66,136",-100.0,,"492,000",-100.0,,"111,818",-100.0,,"498,000",-100.0,,"113,182",-100.0,"1,681,500",,0.0,"382,159",,0.0,"1,474,500",,0.0,"335,114",,0.0,"835,500",,0.0,"189,886",,0.0,,,,,,,,,,,,
EGA,테넌트일반,H911,타카플레이,"306,406,800","156,351,100",96.0,"41,847,175","21,813,046",91.8,,"40,051,000",-100.0,,"5,608,768",-100.0,,"35,017,000",-100.0,,"4,926,947",-100.0,,"30,777,200",-100.0,,"4,257,344",-100.0,,"21,759,700",-100.0,,"3,016,257",-100.0,,"28,746,200",-100.0,,"4,003,730",-100.0,"65,844,700",,0.0,"9,095,374",,0.0,"63,664,600",,0.0,"8,710,365",,0.0,"57,600,800",,0.0,"7,820,484",,0.0,"43,356,800",,0.0,"5,890,358",,0.0,"75,939,900",,0.0,"10,330,594",,0.0
EGA,테넌트일반,H914,케이텍,,"23,527,100",-100.0,,"4,303,172",-100.0,,"5,718,000",-100.0,,"1,052,364",-100.0,,"6,320,500",-100.0,,"1,161,972",-100.0,,"2,853,500",-100.0,,"518,818",-100.0,,"4,418,600",-100.0,,"803,382",-100.0,,"4,216,500",-100.0,,"766,636",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,H915,다원레져,"58,828,800","48,345,100",21.7,"11,157,462","8,888,247",25.5,,"9,659,500",-100.0,,"1,771,115",-100.0,,"10,852,700",-100.0,,"1,973,218",-100.0,,"8,782,600",-100.0,,"1,642,699",-100.0,,"8,634,800",-100.0,,"1,583,896",-100.0,,"10,415,500",-100.0,,"1,917,319",-100.0,"12,343,000",,0.0,"2,336,772",,0.0,"11,780,500",,0.0,"2,239,908",,0.0,"12,478,800",,0.0,"2,390,828",,0.0,"9,505,500",,0.0,"1,793,271",,0.0,"12,721,000",,0.0,"2,396,683",,0.0
EGA,테넌트일반,H916,키즈맥스,"6,419,000","15,813,500",-59.4,"1,458,865","3,534,796",-58.7,,"4,359,500",-100.0,,"966,568",-100.0,,"304,000",-100.0,,"55,273",-100.0,,"6,676,000",-100.0,,"1,517,182",-100.0,,"2,573,500",-100.0,,"563,841",-100.0,,"1,900,500",-100.0,,"431,932",-100.0,"2,031,500",,0.0,"461,705",,0.0,,,,,,,"2,031,500",,0.0,"461,705",,0.0,"2,356,000",,0.0,"535,455",,0.0,,,,,,
EGA,테넌트일반,H924,크린위드,"78,945,900","88,305,340",-10.6,"15,789,180","17,661,068",-10.6,,"7,357,720",-100.0,,"1,471,544",-100.0,,"7,690,550",-100.0,,"1,538,110",-100.0,,"24,942,410",-100.0,,"4,988,482",-100.0,,"25,466,210",-100.0,,"5,093,242",-100.0,,"22,848,450",-100.0,,"4,569,690",-100.0,"6,308,150",,0.0,"1,261,630",,0.0,"6,489,050",,0.0,"1,297,810",,0.0,"20,534,700",,0.0,"4,106,940",,0.0,"25,315,250",,0.0,"5,063,050",,0.0,"20,298,750",,0.0,"4,059,750",,0.0
EGA,테넌트일반,H980,정도상사,"10,019,900","8,471,700",18.3,"2,277,250","1,925,386",18.3,,"1,280,000",-100.0,,"290,909",-100.0,,"1,419,000",-100.0,,"322,500",-100.0,,"1,871,100",-100.0,,"425,250",-100.0,,"1,483,500",-100.0,,"337,159",-100.0,,"2,418,100",-100.0,,"549,568",-100.0,"1,899,100",,0.0,"431,614",,0.0,"1,725,500",,0.0,"392,159",,0.0,"2,968,800",,0.0,"674,727",,0.0,"1,682,300",,0.0,"382,341",,0.0,"1,744,200",,0.0,"396,409",,0.0
