,,,년월,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,2025-01,2025-01,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-05,2025-05,2026-01,2026-01,2026-01,2026-01,2026-01,2026-01,2026-02,2026-02,2026-02,2026-02,2026-02,2026-02,2026-03,2026-03,2026-03,2026-03,2026-03,2026-03,2026-04,2026-04,2026-04,2026-04,2026-04,2026-04,2026-05,2026-05,2026-05,2026-05,2026-05,2026-05
,,,,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익
,,,구조,2026-01-01,[-] 2025-01-01,"1~2기간
EGA,테넌트일반,I016,유니크하우시즘(솜사탕자판기),"4,995,000","5,575,000",-10.4,"1,135,227","1,267,045",-10.4,,,,,,,,"2,535,000",-100.0,,"576,136",-100.0,,"1,055,000",-100.0,,"239,773",-100.0,,"1,120,000",-100.0,,"254,545",-100.0,,"865,000",-100.0,,"196,591",-100.0,"1,205,000",,0.0,"273,864",,0.0,"1,045,000",,0.0,"237,500",,0.0,"1,045,000",,0.0,"237,500",,0.0,"1,035,000",,0.0,"235,227",,0.0,"665,000",,0.0,"151,136",,0.0
EGA,테넌트일반,I038,랄라컬쳐클럽,"550,206,381","59,930,500",818.1,"53,763,944","5,993,050",797.1,,"10,941,000",-100.0,,"1,094,100",-100.0,,"13,614,500",-100.0,,"1,361,450",-100.0,,"7,149,000",-100.0,,"714,900",-100.0,,"13,589,500",-100.0,,"1,358,950",-100.0,,"14,636,500",-100.0,,"1,463,650",-100.0,"169,746,110",,0.0,"17,088,801",,0.0,"101,439,455",,0.0,"9,896,853",,0.0,"39,845,571",,0.0,"2,941,903",,0.0,"167,856,785",,0.0,"17,187,913",,0.0,"71,318,460",,0.0,"6,648,474",,0.0
EGA,테넌트일반,I056,크린토피아,"132,948,436","130,026,240",2.2,"18,129,331","17,730,861",2.2,,"14,039,000",-100.0,,"1,914,414",-100.0,,"13,997,700",-100.0,,"1,908,781",-100.0,,"37,968,460",-100.0,,"5,177,516",-100.0,,"33,310,030",-100.0,,"4,542,274",-100.0,,"30,711,050",-100.0,,"4,187,876",-100.0,"14,141,130",,0.0,"1,928,335",,0.0,"18,321,990",,0.0,"2,498,452",,0.0,"36,165,860",,0.0,"4,931,709",,0.0,"39,581,326",,0.0,"5,397,458",,0.0,"24,738,130",,0.0,"3,373,377",,0.0
EGA,테넌트일반,I060,메가박스,"159,912,936","127,961,293",25.0,"15,991,291","12,796,127",25.0,,"26,000,000",-100.0,,"2,600,000",-100.0,,"16,500,000",-100.0,,"1,650,000",-100.0,,"28,000,000",-100.0,,"2,800,000",-100.0,,"40,000,000",-100.0,,"4,000,000",-100.0,,"17,461,293",-100.0,,"1,746,127",-100.0,"25,962,123",,0.0,"2,596,210",,0.0,"41,251,232",,0.0,"4,125,123",,0.0,"30,000,000",,0.0,"3,000,000",,0.0,"50,000,000",,0.0,"5,000,000",,0.0,"12,699,581",,0.0,"1,269,958",,0.0
EGA,테넌트일반,I062,소요산회,,"44,161,500",-100.0,,"7,949,070",-100.0,,"7,110,000",-100.0,,"1,279,800",-100.0,,"8,080,200",-100.0,,"1,454,436",-100.0,,"7,277,500",-100.0,,"1,309,950",-100.0,,"5,603,400",-100.0,,"1,008,612",-100.0,,"16,090,400",-100.0,,"2,896,272",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,I097,한국오토엠,"3,776,000","5,657,000",-33.3,"858,180","1,285,683",-33.3,,"915,000",-100.0,,"207,955",-100.0,,"1,184,000",-100.0,,"269,091",-100.0,,"1,136,000",-100.0,,"258,182",-100.0,,"821,000",-100.0,,"186,591",-100.0,,"1,601,000",-100.0,,"363,864",-100.0,"756,000",,0.0,"171,818",,0.0,"658,000",,0.0,"149,545",,0.0,"515,000",,0.0,"117,045",,0.0,"757,000",,0.0,"172,045",,0.0,"1,090,000",,0.0,"247,727",,0.0
EGA,테넌트일반,I111,에스엠디지털락커,"6,019,000","6,048,000",-0.5,"1,641,547","1,649,453",-0.5,,"1,143,000",-100.0,,"311,727",-100.0,,"1,478,000",-100.0,,"403,090",-100.0,,"1,581,860",-100.0,,"431,416",-100.0,,"1,123,000",-100.0,,"306,273",-100.0,,"722,140",-100.0,,"196,947",-100.0,"1,433,000",,0.0,"390,819",,0.0,"1,189,000",,0.0,"324,273",,0.0,"1,416,000",,0.0,"386,182",,0.0,"1,156,000",,0.0,"315,273",,0.0,"825,000",,0.0,"225,000",,0.0
EGA,테넌트일반,I128,유원토이,"3,494,500","5,056,500",-30.9,"1,111,886","1,608,887",-30.9,,"946,000",-100.0,,"301,000",-100.0,,"962,000",-100.0,,"306,091",-100.0,,"1,764,500",-100.0,,"561,432",-100.0,,"428,000",-100.0,,"136,182",-100.0,,"956,000",-100.0,,"304,182",-100.0,"292,000",,0.0,"92,909",,0.0,"483,000",,0.0,"153,682",,0.0,"754,500",,0.0,"240,068",,0.0,"1,301,000",,0.0,"413,955",,0.0,"664,000",,0.0,"211,272",,0.0
EGA,테넌트일반,I137,컬러몬,"9,245,000","17,935,000",-48.5,"1,680,909","3,200,273",-47.5,,"3,820,000",-100.0,,"687,273",-100.0,,"2,795,000",-100.0,,"501,273",-100.0,,"4,340,000",-100.0,,"771,454",-100.0,,"3,450,000",-100.0,,"614,455",-100.0,,"3,530,000",-100.0,,"625,818",-100.0,"1,915,000",,0.0,"348,182",,0.0,"1,935,000",,0.0,"351,818",,0.0,"2,115,000",,0.0,"384,545",,0.0,"1,295,000",,0.0,"235,455",,0.0,"1,985,000",,0.0,"360,909",,0.0
EGA,테넌트일반,I140,아이엠스타,"1,618,500","2,253,000",-28.2,"294,272","409,636",-28.2,,"671,000",-100.0,,"122,000",-100.0,,"325,500",-100.0,,"59,182",-100.0,,"474,000",-100.0,,"86,181",-100.0,,"339,500",-100.0,,"61,727",-100.0,,"443,000",-100.0,,"80,546",-100.0,"401,500",,0.0,"73,000",,0.0,"195,000",,0.0,"35,455",,0.0,"493,000",,0.0,"89,636",,0.0,"120,000",,0.0,"21,818",,0.0,"409,000",,0.0,"74,363",,0.0
EGA,테넌트일반,I141,다니엘컴퍼니,"30,473,500","29,306,000",4.0,"6,094,700","5,861,200",4.0,,"3,103,500",-100.0,,"620,700",-100.0,,"8,333,000",-100.0,,"1,666,600",-100.0,,"4,557,500",-100.0,,"911,500",-100.0,,"4,905,000",-100.0,,"981,000",-100.0,,"8,407,000",-100.0,,"1,681,400",-100.0,"6,458,500",,0.0,"1,291,700",,0.0,"3,905,500",,0.0,"781,100",,0.0,"7,641,000",,0.0,"1,528,200",,0.0,"4,245,000",,0.0,"849,000",,0.0,"8,223,500",,0.0,"1,644,700",,0.0
EGA,테넌트일반,I187,키즈플래닛,"105,525,800","145,057,500",-27.3,"6,715,280","9,230,930",-27.3,,"23,528,000",-100.0,,"1,497,236",-100.0,,"18,709,000",-100.0,,"1,190,571",-100.0,,"35,297,000",-100.0,,"2,246,172",-100.0,,"37,676,000",-100.0,,"2,397,564",-100.0,,"29,847,500",-100.0,,"1,899,387",-100.0,"27,455,000",,0.0,"1,747,137",,0.0,"19,190,800",,0.0,"1,221,233",,0.0,"20,920,000",,0.0,"1,331,273",,0.0,"16,095,000",,0.0,"1,024,227",,0.0,"21,865,000",,0.0,"1,391,410",,0.0
EGA,테넌트일반,I197,한국오토엠,"73,216,000","22,539,000",224.8,"14,643,200","4,507,800",224.8,,,,,,,,,,,,,,,,,,,,"9,022,000",-100.0,,"1,804,400",-100.0,,"13,517,000",-100.0,,"2,703,400",-100.0,"16,943,000",,0.0,"3,388,600",,0.0,"15,136,000",,0.0,"3,027,200",,0.0,"16,352,000",,0.0,"3,270,400",,0.0,"9,391,000",,0.0,"1,878,200",,0.0,"15,394,000",,0.0,"3,078,800",,0.0
EGA,테넌트일반,I214,하늘아이,"56,251,000","24,532,000",129.3,"15,341,183","6,690,545",129.3,,"954,000",-100.0,,"260,182",-100.0,,"807,000",-100.0,,"220,091",-100.0,,"6,451,000",-100.0,,"1,759,364",-100.0,,"7,640,000",-100.0,,"2,083,635",-100.0,,"8,680,000",-100.0,,"2,367,273",-100.0,"6,373,000",,0.0,"1,738,091",,0.0,"10,793,000",,0.0,"2,943,545",,0.0,"10,460,000",,0.0,"2,852,727",,0.0,"16,923,000",,0.0,"4,615,364",,0.0,"11,702,000",,0.0,"3,191,456",,0.0
EGA,테넌트일반,I220,편안공간,"33,757,500","10,617,500",217.9,"8,146,960","2,612,846",211.8,,"194,000",-100.0,,"51,145",-100.0,,"1,833,000",-100.0,,"455,500",-100.0,,"2,000,000",-100.0,,"498,836",-100.0,,"2,514,000",-100.0,,"616,671",-100.0,,"4,076,500",-100.0,,"990,694",-100.0,"7,410,000",,0.0,"1,773,909",,0.0,"2,279,500",,0.0,"554,723",,0.0,"10,387,000",,0.0,"2,481,482",,0.0,"7,718,500",,0.0,"1,878,459",,0.0,"5,962,500",,0.0,"1,458,387",,0.0
EGA,테넌트일반,I230,뭉스베,"11,489,000","15,614,655",-26.4,"1,984,464","2,648,513",-25.1,,"2,803,000",-100.0,,"481,973",-100.0,,"622,000",-100.0,,"96,127",-100.0,,"5,777,000",-100.0,,"982,809",-100.0,,"3,989,500",-100.0,,"681,205",-100.0,,"2,423,155",-100.0,,"406,399",-100.0,"3,169,000",,0.0,"547,373",,0.0,,,,,,,"3,600,000",,0.0,"621,818",,0.0,"4,720,000",,0.0,"815,273",,0.0,,,,,,
EGA,테넌트일반,I234,매직드림,"9,956,000","10,573,000",-5.8,"2,172,219","2,306,837",-5.8,,"2,114,000",-100.0,,"461,236",-100.0,,"2,543,000",-100.0,,"554,836",-100.0,,"1,901,000",-100.0,,"414,764",-100.0,,"1,649,000",-100.0,,"359,782",-100.0,,"2,366,000",-100.0,,"516,219",-100.0,"2,260,000",,0.0,"493,091",,0.0,"1,999,000",,0.0,"436,145",,0.0,"1,457,000",,0.0,"317,891",,0.0,"1,956,000",,0.0,"426,764",,0.0,"2,284,000",,0.0,"498,328",,0.0
EGA,테넌트일반,I239,펀코인,"5,551,500","5,455,500",1.8,"1,261,703","1,239,887",1.8,,"990,000",-100.0,,"225,000",-100.0,,"1,333,500",-100.0,,"303,068",-100.0,,"1,272,500",-100.0,,"289,205",-100.0,,"816,000",-100.0,,"185,455",-100.0,,"1,043,500",-100.0,,"237,159",-100.0,"1,239,500",,0.0,"281,704",,0.0,"1,252,000",,0.0,"284,545",,0.0,"1,141,000",,0.0,"259,318",,0.0,"877,000",,0.0,"199,318",,0.0,"1,042,000",,0.0,"236,818",,0.0
EGA,테넌트일반,I250,게임캠프,"71,593,600","91,459,500",-21.7,"14,318,720","18,291,900",-21.7,,"22,464,000",-100.0,,"4,492,800",-100.0,,"21,119,500",-100.0,,"4,223,900",-100.0,,"16,289,200",-100.0,,"3,257,840",-100.0,,"12,285,000",-100.0,,"2,457,000",-100.0,,"19,301,800",-100.0,,"3,860,360",-100.0,"16,488,000",,0.0,"3,297,600",,0.0,"18,114,800",,0.0,"3,622,960",,0.0,"11,994,000",,0.0,"2,398,800",,0.0,"9,185,200",,0.0,"1,837,040",,0.0,"15,811,600",,0.0,"3,162,320",,0.0
EGA,테넌트일반,I251,다이소,"4,436,029,260","3,097,984,700",43.2,"210,093,331","192,015,840",9.4,,"623,336,300",-100.0,,"38,657,929",-100.0,,"616,090,900",-100.0,,"38,239,958",-100.0,,"675,787,900",-100.0,,"41,906,906",-100.0,,"560,608,200",-100.0,,"34,698,416",-100.0,,"622,161,400",-100.0,,"38,512,631",-100.0,"671,244,700",,0.0,"41,554,702",,0.0,"638,911,300",,0.0,"39,546,613",,0.0,"711,603,500",,0.0,"43,988,412",,0.0,"1,080,194,960",,0.0,"38,747,132",,0.0,"1,334,074,800",,0.0,"46,256,472",,0.0
EGA,테넌트일반,I261,피렌체안경원,"7,374,000","11,173,000",-34.0,"1,742,948","2,640,896",-34.0,,"1,710,000",-100.0,,"404,182",-100.0,,"2,638,000",-100.0,,"623,528",-100.0,,"2,575,000",-100.0,,"608,635",-100.0,,"2,350,000",-100.0,,"555,459",-100.0,,"1,900,000",-100.0,,"449,092",-100.0,"1,250,000",,0.0,"295,455",,0.0,"1,172,000",,0.0,"277,019",,0.0,"1,642,000",,0.0,"388,109",,0.0,"1,520,000",,0.0,"359,272",,0.0,"1,790,000",,0.0,"423,093",,0.0
EGA,테넌트일반,I278,울산점자판기센터,"5,973,100","5,847,500",2.1,"651,612","637,909",2.1,,"1,270,100",-100.0,,"138,556",-100.0,,"1,055,600",-100.0,,"115,156",-100.0,,"1,053,100",-100.0,,"114,884",-100.0,,"1,267,700",-100.0,,"138,295",-100.0,,"1,201,000",-100.0,,"131,018",-100.0,"1,261,100",,0.0,"137,575",,0.0,"1,189,400",,0.0,"129,753",,0.0,"942,900",,0.0,"102,862",,0.0,"1,327,400",,0.0,"144,808",,0.0,"1,252,300",,0.0,"136,614",,0.0
EGA,테넌트일반,I284,오락노리,"76,789,900","44,383,200",73.0,"11,494,117","7,589,252",51.5,,"7,932,000",-100.0,,"1,352,977",-100.0,,"12,506,500",-100.0,,"2,104,646",-100.0,,"10,643,300",-100.0,,"1,839,689",-100.0,,"6,205,100",-100.0,,"1,068,150",-100.0,,"7,096,300",-100.0,,"1,223,790",-100.0,"15,550,000",,0.0,"2,338,062",,0.0,"14,439,500",,0.0,"2,147,896",,0.0,"19,587,100",,0.0,"2,945,025",,0.0,"12,277,200",,0.0,"1,839,183",,0.0,"14,936,100",,0.0,"2,223,951",,0.0
EGA,테넌트일반,I289,크린토피아,"83,616,240","75,716,360",10.4,"7,601,476","6,883,304",10.4,,"8,082,250",-100.0,,"734,752",-100.0,,"8,416,150",-100.0,,"765,104",-100.0,,"19,911,570",-100.0,,"1,810,142",-100.0,,"19,072,580",-100.0,,"1,733,869",-100.0,,"20,233,810",-100.0,,"1,839,437",-100.0,"9,962,670",,0.0,"905,697",,0.0,"9,887,760",,0.0,"898,887",,0.0,"22,588,440",,0.0,"2,053,493",,0.0,"24,663,440",,0.0,"2,242,132",,0.0,"16,513,930",,0.0,"1,501,267",,0.0
EGA,테넌트일반,I302,캐칭덕,"17,493,000","20,463,000",-14.5,"3,180,547","3,720,545",-14.5,,"4,692,000",-100.0,,"853,091",-100.0,,"4,652,000",-100.0,,"845,818",-100.0,,"3,886,000",-100.0,,"706,545",-100.0,,"3,521,000",-100.0,,"640,182",-100.0,,"3,712,000",-100.0,,"674,909",-100.0,"3,670,000",,0.0,"667,273",,0.0,"3,483,000",,0.0,"633,273",,0.0,"3,490,000",,0.0,"634,546",,0.0,"3,633,000",,0.0,"660,546",,0.0,"3,217,000",,0.0,"584,909",,0.0
EGA,테넌트일반,I306,헬로포토,"2,668,000","4,526,000",-41.1,"315,309","534,891",-41.1,,,,,,,,,,,,,,"2,768,000",-100.0,,"327,127",-100.0,,,,,,,,"1,758,000",-100.0,,"207,764",-100.0,,,,,,,,,,,,,"2,061,000",,0.0,"243,573",,0.0,,,,,,,"607,000",,0.0,"71,736",,0.0
EGA,테넌트일반,I308,티아츠코리아,"22,876,500","26,983,500",-15.2,"4,783,267","5,642,005",-15.2,,"4,642,500",-100.0,,"970,705",-100.0,,"6,747,000",-100.0,,"1,410,736",-100.0,,"5,226,000",-100.0,,"1,092,709",-100.0,,"3,969,000",-100.0,,"829,882",-100.0,,"6,399,000",-100.0,,"1,337,973",-100.0,"4,272,000",,0.0,"893,236",,0.0,"3,087,000",,0.0,"645,464",,0.0,"1,243,500",,0.0,"260,004",,0.0,"5,238,000",,0.0,"1,095,218",,0.0,"9,036,000",,0.0,"1,889,345",,0.0
EGA,테넌트일반,I324,델란(솜사탕자판기),"3,295,000","5,145,000",-36.0,"748,863","1,169,318",-36.0,,"900,000",-100.0,,"204,545",-100.0,,"1,035,000",-100.0,,"235,227",-100.0,,"1,315,000",-100.0,,"298,864",-100.0,,"1,165,000",-100.0,,"264,773",-100.0,,"730,000",-100.0,,"165,909",-100.0,"400,000",,0.0,"90,909",,0.0,"680,000",,0.0,"154,545",,0.0,"590,000",,0.0,"134,091",,0.0,"815,000",,0.0,"185,227",,0.0,"810,000",,0.0,"184,091",,0.0
EGA,테넌트일반,I330,키즈인더룸,"99,305,009","138,700,900",-28.4,"10,833,264","15,130,998",-28.4,,"45,203,000",-100.0,,"4,931,231",-100.0,,"35,494,900",-100.0,,"3,872,167",-100.0,,"22,851,000",-100.0,,"2,492,836",-100.0,,"14,273,000",-100.0,,"1,557,056",-100.0,,"20,879,000",-100.0,,"2,277,708",-100.0,"25,256,000",,0.0,"2,755,196",,0.0,"27,021,000",,0.0,"2,947,745",,0.0,"15,900,000",,0.0,"1,734,543",,0.0,"11,151,009",,0.0,"1,216,474",,0.0,"19,977,000",,0.0,"2,179,306",,0.0
EGA,테넌트일반,I339,온누리스토어,,0,0.0,,1,-100.0,,0,0.0,,1,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,I341,캐치티니핑,"648,000","7,190,400",-91.0,"117,818","1,307,347",-91.0,,"1,526,400",-100.0,,"277,527",-100.0,,"2,145,300",-100.0,,"390,055",-100.0,,"1,260,700",-100.0,,"229,219",-100.0,,"1,013,600",-100.0,,"184,291",-100.0,,"1,244,400",-100.0,,"226,255",-100.0,"174,000",,0.0,"31,636",,0.0,"144,000",,0.0,"26,182",,0.0,"110,000",,0.0,"20,000",,0.0,"110,000",,0.0,"20,000",,0.0,"110,000",,0.0,"20,000",,0.0
EGA,테넌트일반,I417,풀리오,,"26,573,000",-100.0,,"4,243,148",-100.0,,,,,,,,,,,,,,"5,899,000",-100.0,,"965,290",-100.0,,"11,519,000",-100.0,,"1,845,185",-100.0,,"9,155,000",-100.0,,"1,432,673",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,I425,아이디어마켓,"1,289,000","142,000",807.7,"351,547","38,727",807.8,,,,,,,,,,,,,,,,,,,,"142,000",-100.0,,"38,727",-100.0,,,,,,,"306,000",,0.0,"83,455",,0.0,"243,000",,0.0,"66,273",,0.0,"241,000",,0.0,"65,728",,0.0,"239,000",,0.0,"65,182",,0.0,"260,000",,0.0,"70,909",,0.0
EGA,테넌트일반,I434,데이롱카페,"16,657,300","412,400","3,939.1","1,817,159","44,989","3,939.1",,,,,,,,,,,,,,,,,,,,,,,,,,"412,400",-100.0,,"44,989",-100.0,"3,487,000",,0.0,"380,400",,0.0,"3,739,900",,0.0,"407,989",,0.0,"3,332,700",,0.0,"363,567",,0.0,"3,476,900",,0.0,"379,298",,0.0,"2,620,800",,0.0,"285,905",,0.0
EGA,테넌트일반,I454,에프아이티,"4,988,162","527,231",846.1,"1,360,407","143,790",846.1,,,,,,,,,,,,,,,,,,,,"527,231",-100.0,,"143,790",-100.0,,,,,,,"1,047,473",,0.0,"285,675",,0.0,"1,073,474",,0.0,"292,765",,0.0,"1,049,248",,0.0,"286,158",,0.0,"1,006,216",,0.0,"274,423",,0.0,"811,751",,0.0,"221,386",,0.0
EGA,테넌트일반,I469,브루미즈,"23,503,300","5,885,800",299.3,"2,564,003","642,086",299.3,,,,,,,,,,,,,,,,,,,,,,,,,,"5,885,800",-100.0,,"642,086",-100.0,"6,104,900",,0.0,"665,991",,0.0,"5,949,700",,0.0,"649,059",,0.0,"4,717,200",,0.0,"514,604",,0.0,"1,958,800",,0.0,"213,687",,0.0,"4,772,700",,0.0,"520,662",,0.0
EGA,테넌트일반,I476,만월경,"12,359,100",,0.0,"1,348,266",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,690,300",,0.0,"293,488",,0.0,"2,529,300",,0.0,"275,923",,0.0,"2,305,700",,0.0,"251,531",,0.0,"2,527,400",,0.0,"275,717",,0.0,"2,306,400",,0.0,"251,607",,0.0
EGA,테넌트일반,I514,일루,"11,726,500",,0.0,"1,492,464",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,120,500",,0.0,"397,155",,0.0,"2,406,500",,0.0,"306,282",,0.0,"1,259,000",,0.0,"160,236",,0.0,"2,655,500",,0.0,"337,973",,0.0,"2,285,000",,0.0,"290,818",,0.0
EGA,테넌트일반,I520,더봄헤어,"11,198,100",,0.0,"1,425,209",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,993,000",,0.0,"253,655",,0.0,"1,911,000",,0.0,"243,217",,0.0,"2,268,100",,0.0,"288,666",,0.0,"2,598,000",,0.0,"330,653",,0.0,"2,428,000",,0.0,"309,018",,0.0
EGA,테넌트일반,I586,젤리킹덤,"23,417,020",,0.0,"4,257,643",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,949,158",,0.0,"536,214",,0.0,"4,421,400",,0.0,"803,892",,0.0,"5,839,990",,0.0,"1,061,815",,0.0,"4,767,572",,0.0,"866,828",,0.0,"5,438,900",,0.0,"988,894",,0.0
EGA,테넌트일반,I604,그라미,"6,462,940",,0.0,"1,175,080",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,321,600",,0.0,"422,109",,0.0,"986,200",,0.0,"179,309",,0.0,"650,500",,0.0,"118,273",,0.0,"1,437,980",,0.0,"261,451",,0.0,"1,066,660",,0.0,"193,938",,0.0
EGA,테넌트일반,I657,지미헤르츠,"87,583,700",,0.0,"7,962,156",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,559,000",,0.0,"1,596,273",,0.0,"17,819,300",,0.0,"1,619,937",,0.0,"15,699,100",,0.0,"1,427,192",,0.0,"19,090,000",,0.0,"1,735,453",,0.0,"17,416,300",,0.0,"1,583,301",,0.0
EGA,테넌트일반,I686,대교 트니트니PLUS,"289,515,000",,0.0,"27,782,761",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,439,500",,0.0,"622,495",,0.0,"146,351,500",,0.0,"14,030,328",,0.0,"-111,000",,0.0,"-20,051",,0.0,"65,117,500",,0.0,"6,268,000",,0.0,"71,717,500",,0.0,"6,881,989",,0.0
EGA,테넌트일반,I711,맥스온누리 약국,"3,026,044,930",,0.0,"275,094,999",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"576,416,997",,0.0,"52,401,546",,0.0,"564,726,800",,0.0,"51,338,800",,0.0,"609,953,913",,0.0,"55,450,360",,0.0,"627,851,890",,0.0,"57,077,443",,0.0,"647,095,330",,0.0,"58,826,850",,0.0
EGA,테넌트일반,I718,루루박스,"143,465,336",,0.0,"13,042,308",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,931,020",,0.0,"3,266,460",,0.0,"25,301,570",,0.0,"2,300,143",,0.0,"24,266,330",,0.0,"2,206,027",,0.0,"29,153,480",,0.0,"2,650,319",,0.0,"28,812,936",,0.0,"2,619,359",,0.0
EGA,테넌트일반,I720,토이월드,"9,311,800",,0.0,"1,269,790",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,331,100",,0.0,"181,513",,0.0,"1,064,500",,0.0,"145,159",,0.0,"4,556,400",,0.0,"621,327",,0.0,"383,400",,0.0,"52,282",,0.0,"1,976,400",,0.0,"269,509",,0.0
EGA,테넌트일반,I727,슬코,"13,899,900",,0.0,"2,148,169",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,894,000",,0.0,"756,348",,0.0,"9,005,900",,0.0,"1,391,821",,0.0
EGA,테넌트일반,I731,소극장 마니마니,"64,145,769",,0.0,"8,747,148",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,822,199",,0.0,"1,612,118",,0.0,"10,216,570",,0.0,"1,393,168",,0.0,"11,707,800",,0.0,"1,596,517",,0.0,"17,349,900",,0.0,"2,365,895",,0.0,"13,049,300",,0.0,"1,779,450",,0.0
EGA,테넌트일반,I732,종로서적,"543,102,297",,0.0,"34,561,046",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119,290,797",,0.0,"7,591,229",,0.0,"111,044,480",,0.0,"7,066,463",,0.0,"129,360,760",,0.0,"8,232,048",,0.0,"83,621,730",,0.0,"5,321,384",,0.0,"99,784,530",,0.0,"6,349,922",,0.0
EGA,테넌트일반,I755,요기보,"6,462,850",,0.0,"881,297",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,462,850",,0.0,"881,297",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,I778,제주애퐁당,"571,000",,0.0,"77,864",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"571,000",,0.0,"77,864",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,I788,일러스타,"112,798,802",,0.0,"10,173,428",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,909,210",,0.0,"844,458",,0.0,"27,582,850",,0.0,"2,567,266",,0.0,"27,685,850",,0.0,"2,689,637",,0.0,"21,414,590",,0.0,"1,912,702",,0.0,"26,206,302",,0.0,"2,159,365",,0.0
EGA,테넌트일반,I806,로하스테크,"487,000","379,000",28.5,"132,818","103,365",28.5,,"75,000",-100.0,,"20,455",-100.0,,"56,000",-100.0,,"15,273",-100.0,,"82,000",-100.0,,"22,364",-100.0,,"77,000",-100.0,,"21,000",-100.0,,"89,000",-100.0,,"24,273",-100.0,"85,000",,0.0,"23,182",,0.0,"80,000",,0.0,"21,818",,0.0,"125,000",,0.0,"34,091",,0.0,"99,000",,0.0,"27,000",,0.0,"98,000",,0.0,"26,727",,0.0
EGA,테넌트일반,I815,바디프랜드,"22,648,500",,0.0,"6,176,867",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"633,900",,0.0,"172,882",,0.0,"2,594,200",,0.0,"707,509",,0.0,"5,116,500",,0.0,"1,395,411",,0.0,"5,771,500",,0.0,"1,574,046",,0.0,"8,532,400",,0.0,"2,327,019",,0.0
EGA,테넌트일반,I816,예스24,"329,598,600","348,889,298",-5.5,"11,985,404","12,686,895",-5.5,,"75,960,500",-100.0,,"2,762,199",-100.0,,"78,377,099",-100.0,,"2,850,077",-100.0,,"75,139,666",-100.0,,"2,732,351",-100.0,,"52,084,863",-100.0,,"1,894,003",-100.0,,"67,327,170",-100.0,,"2,448,265",-100.0,"72,712,000",,0.0,"2,644,074",,0.0,"72,965,500",,0.0,"2,653,291",,0.0,"69,139,900",,0.0,"2,514,181",,0.0,"50,586,800",,0.0,"1,839,517",,0.0,"64,194,400",,0.0,"2,334,341",,0.0
